@relation solar-flare_2-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.supervised.attribute.Discretize-Rfirst-last

@attribute largest_spot_size {A,R,S,X,K,H}
@attribute spot_distribution {X,O,I,C}
@attribute Activity {'\'(-inf-1.5]\'','\'(1.5-inf)\''}
@attribute Evolution {'\'(-inf-2.5]\'','\'(2.5-inf)\''}
@attribute Previous_24_hour_flare_activity_code {'\'(-inf-2.5]\'','\'(2.5-inf)\''}
@attribute Historically-complex {'\'(-inf-1.5]\'','\'(1.5-inf)\''}
@attribute Did_region_become_historically_complex {'\'(-inf-1.5]\'','\'(1.5-inf)\''}
@attribute Area {'\'(-inf-1.5]\'','\'(1.5-inf)\''}
@attribute Area_of_the_largest_spot {'\'All\''}
@attribute C-class_flares_production_by_this_region {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute M-class_flares_production_by_this_region {'\'All\''}
@attribute X-class_flares_production_by_this_region {'\'All\''}
@attribute class {H,D,C,B,E,F}

@data
X,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
S,I,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
H,C,'\'(1.5-inf)\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',E
X,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
H,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
X,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
R,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
R,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
R,I,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',F
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
A,I,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',D
K,I,'\'(1.5-inf)\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',E
H,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',F
X,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
R,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
X,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
A,I,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',D
K,I,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',F
H,O,'\'(1.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',E
X,I,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
R,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
X,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
S,I,'\'(1.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',D
K,I,'\'(1.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',E
H,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',F
R,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
S,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
R,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
X,I,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
K,I,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',F
H,I,'\'(1.5-inf)\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
R,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
S,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
R,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
X,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
S,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
R,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
A,I,'\'(1.5-inf)\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',F
H,I,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',E
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
R,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
S,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
R,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
A,I,'\'(1.5-inf)\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',F
H,I,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',E
S,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
R,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
S,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
X,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
A,I,'\'(1.5-inf)\'','\'(-inf-2.5]\'','\'(2.5-inf)\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',F
H,O,'\'(1.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',E
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
R,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
S,I,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
A,I,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',F
H,O,'\'(1.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',E
S,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
R,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
S,I,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
A,I,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',F
A,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',E
S,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
S,I,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
R,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
X,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
A,I,'\'(1.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',F
S,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
A,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
X,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
X,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
X,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
X,I,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
S,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',E
A,I,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
R,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
R,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
X,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
R,X,'\'(1.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
S,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
A,I,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
R,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
X,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
R,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
X,I,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
A,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
A,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
X,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
X,I,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
X,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
S,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
R,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
S,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
A,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
A,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',E
X,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
R,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
S,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
A,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
R,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
R,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',H
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
S,I,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',C
A,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
X,I,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
